,X,ID,C1_B1,C1_B2,C1_B5,C1_B10,C1_B11,C1_B12,C1_B13,C1_B14,C1_B15,C1_B16,C1_B17,C1_B18,C1_B19,C1_B20,C1_B21,C1_B22,C1_B23,C1_B24,C1_B25,C2_B1,C2_B2,C2_B5,C2_B10,C2_B11,C2_B12,C2_B13,C2_B14,C2_B15,C2_B16,C2_B17,C2_B18,C2_B19,C2_B20,C2_B21,C2_B22,C2_B23,C2_B24,C2_B25,C3_B1,C3_B2,C3_B5,C3_B10,C3_B11,C3_B12,C3_B13,C3_B14,C3_B15,C3_B16,C3_B17,C3_B18,C3_B19,C3_B20,C3_B21,C3_B22,C3_B23,C3_B24,C3_B25,C1_AG1,C1_AG2,C1_AG3,C1_AG4,C2_AG1,C2_AG2,C2_AG3,C2_AG4,C3_AG1,C3_AG2,C3_AG3,C3_AG4,FSM,C1_SConcern1,C1_SConcern2,C1_SConcern3,C1_SConcern4,C1_SConcern5,C1_SConcern6,C1_SConcern7,C1_SConcern8,C1_SConcern9,C1_SConcern10,C1_SConcern11,C1_SConcern12,C1_SConcern13,C1_SConcern14,C1_SConcern15,C1_SConcern16,C1_SConcern17,C1_SConcern18,C1_SConcern19,C1_SConcern20,C2_SConcern1,C2_SConcern2,C2_SConcern3,C2_SConcern4,C2_SConcern5,C2_SConcern6,C2_SConcern7,C2_SConcern8,C2_SConcern9,C2_SConcern10,C2_SConcern11,C2_SConcern12,C2_SConcern13,C2_SConcern14,C2_SConcern15,C2_SConcern16,C2_SConcern17,C2_SConcern18,C2_SConcern19,C2_SConcern20,C3_SConcern1,C3_SConcern2,C3_SConcern3,C3_SConcern4,C3_SConcern5,C3_SConcern6,C3_SConcern7,C3_SConcern8,C3_SConcern9,C3_SConcern10,C3_SConcern11,C3_SConcern12,C3_SConcern13,C3_SConcern14,C3_SConcern15,C3_SConcern16,C3_SConcern17,C3_SConcern18,C3_SConcern19,C3_SConcern20,C2_SL1,C2_SL2,C2_SL3,C2_SL4,C2_SL5,C3_SL1,C3_SL2,C3_SL3,C3_SL4,C3_SL5,C1_LT1,C1_LT2,C1_LT3,C1_LT4,C1_LT5,C1_LT6,C1_LT7,C1_LT8,C1_LT9,C1_LT10,C2_LT1,C2_LT2,C2_LT3,C2_LT4,C2_LT5,C2_LT6,C2_LT7,C2_LT8,C2_LT9,C2_LT10,C3_LT1,C3_LT2,C3_LT3,C3_LT4,C3_LT5,C3_LT6,C3_LT7,C3_LT8,C3_LT9,C3_LT10,C1_L1,C1_L2,C1_L3,C1_L4,C1_L5,C1_L6,C1_L7,C1_L8,C1_L9,C1_L10,C1_L11,C1_L12,C1_L13,C1_L14,C1_L15,C2_L1,C2_L2,C2_L6,C2_L7,C2_L11,C2_L14,C2_L15,C3_L1,C3_L2,C3_L6,C3_L7,C3_L11,C3_L14,C3_L15,KS2MathstestNUM,KS2EnglishtestNUM,KS2EnglishTANUM,KS2EngComb
621,621,3082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,622,3083,Sort of true,Not true,Certainly true,Not true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Not true,Sort of true,Certainly true,Sort of true,Sort of true,Sort of true,Not true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Certainly true,Certainly true,Certainly true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Certainly true,Certainly true,Sort of true,Certainly true,Sort of true,Not true,Not true,Sort of true,Sort of true,Certainly true,Sort of true,Certainly true,Sort of true,Certainly true,Not true,Not true,Sort of true,Sort of true,Sort of true,Certainly true,Sort of true,Not true,Certainly true,Sort of true,Not true,Not true,Not true,Sort of true,Seldom,Always,Often,Often,Sometimes,Often,Sometimes,Often,Never,Seldom,Sometimes,Often,No,3,8,2,3,9,2,4,4,Not at all worried,4,2,2,4,5,3,2,6,7,8,3,5,9,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,6,Not at all worried,Not at all worried,Not at all worried,5,Not at all worried,6,2,3,2,Not at all worried,8,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,3,5,3,Not at all worried,Not at all worried,4,5,4,YES!!,NO!!,NO!!,YES!!,NO!!,YES!!,NO!!,no,no,NO!!,YES!!,NO!!,Yes,NO!!,YES!!,NO!!,YES!!,Yes,Yes,YES!!,Yes,Yes,Yes,NO!!,YES!!,Yes,YES!!,Yes,No,YES!!,YES!!,yes,yes,no,yes,yes,yes,no,no,no,Sometimes true,Not true at all,True most of the time,Sometimes true,Always true,Not true at all,Always true,Sometimes true,Not true at all,Always true,Not true at all,True most of the time,True most of the time,Not true at all,True most of the time,True most of the time,Sometimes true,Not true at all,True most of the time,Not true at all,Not true at all,Sometimes true,Sometimes true,Not true at all,Not true at all,True most of the time,Sometimes true,Not true at all,Sometimes true,4,NA,4,4
623,623,3084,Certainly true,Certainly true,Certainly true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Certainly true,Certainly true,Certainly true,Certainly true,Sort of true,Sort of true,Not true,Sort of true,Sort of true,Certainly true,Not true,Sort of true,Certainly true,Certainly true,Certainly true,Certainly true,Certainly true,Sort of true,Certainly true,Not true,Certainly true,Certainly true,Certainly true,Sort of true,Certainly true,Not true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Certainly true,Not true,Sort of true,Sort of true,Certainly true,Not true,Sort of true,Certainly true,Sort of true,Sort of true,Sort of true,Not true,Sort of true,Certainly true,Sort of true,Often,Sometimes,Sometimes,Always,Sometimes,Seldom,NA,Sometimes,Sometimes,Seldom,Often,Never,No,5,5,8,9,6,4,9,5,5,4,9,5,8,6,7,5,5,7,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,Not at all worried,7,9,Not at all worried,2,4,Not at all worried,Not at all worried,4,3,I get extremely worried about it,7,7,2,3,I get extremely worried about it,I get extremely worried about it,Not at all worried,YES!!,NO!!,yes,NA,no,yes,no,NO!!,NO!!,NO!!,YES!!,NO!!,YES!!,NO!!,YES!!,NO!!,YES!!,YES!!,NO!!,YES!!,YES!!,YES!!,Yes,YES!!,Yes,No,Yes,No,YES!!,Yes,no,NO!!,YES!!,no,no,yes,no,yes,no,yes,True most of the time,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Always true,Hardly ever true,Always true,Sometimes true,NA,Hardly ever true,Sometimes true,NA,NA,NA,NA,NA,NA,NA,N (below level 2 in test) or B (working below level of the test),NA,2,2
624,624,3085,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Certainly true,Sort of true,Not true,Not true,Not true,Certainly true,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Certainly true,Not true,Not true,Not true,Certainly true,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Certainly true,Not true,Not true,Not true,Certainly true,Often,Always,Always,Always,Always,Always,Always,Often,Always,Always,Often,Always,No,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,3,Not at all worried,Not at all worried,3,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,2,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,3,4,Not at all worried,Not at all worried,3,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,2,3,Not at all worried,2,Not at all worried,4,3,YES!!,NO!!,NO!!,yes,NO!!,yes,no,no,no,NO!!,YES!!,NO!!,Yes,NO!!,YES!!,Yes,Yes,NO!!,YES!!,YES!!,Yes,NO!!,Yes,NO!!,YES!!,No,Yes,No,Yes,Yes,yes,no,yes,NO!!,yes,yes,YES!!,no,yes,YES!!,True most of the time,Not true at all,Always true,Not true at all,Always true,Not true at all,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,True most of the time,Not true at all,Not true at all,True most of the time,Hardly ever true,Not true at all,True most of the time,5,NA,5,5
625,625,3086,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Sort of true,Sort of true,Not true,Sort of true,Not true,Sort of true,Not true,Sort of true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Certainly true,Not true,Sort of true,Sort of true,Not true,Not true,Sort of true,Sort of true,Not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always,Often,Often,Often,Sometimes,Often,Often,Sometimes,Never,Sometimes,Seldom,Seldom,No,3,4,3,4,4,2,3,2,2,4,6,Not at all worried,2,4,3,2,4,3,3,5,4,5,2,3,4,3,3,3,2,2,4,Not at all worried,2,3,4,Not at all worried,2,4,3,2,3,3,2,3,6,2,4,3,2,3,4,Not at all worried,3,2,3,2,2,NA,5,3,yes,NO!!,NO!!,yes,NO!!,no,yes,NA,no,no,Yes,Yes,Yes,Yes,Yes,YES!!,YES!!,NO!!,Yes,YES!!,Yes,No,Yes,NO!!,YES!!,NO!!,Yes,NO!!,YES!!,YES!!,yes,yes,no,no,yes,yes,no,no,NO!!,yes,Sometimes true,Not true at all,True most of the time,Hardly ever true,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Always true,Hardly ever true,Not true at all,Not true at all,True most of the time,Hardly ever true,True most of the time,Hardly ever true,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3
626,626,3087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Certainly true,Sort of true,Sort of true,Certainly true,Not true,Not true,Sort of true,Certainly true,Sort of true,Sort of true,Sort of true,Not true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Not true,Sort of true,Not true,Sort of true,Sort of true,Certainly true,Not true,Not true,Certainly true,Certainly true,Sort of true,Sort of true,Sort of true,Not true,Certainly true,Sort of true,Not true,Sort of true,Not true,Sort of true,NA,NA,NA,NA,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,Not at all worried,4,3,3,8,I get extremely worried about it,Not at all worried,Not at all worried,3,7,3,5,9,2,2,7,I get extremely worried about it,8,8,Not at all worried,2,2,Not at all worried,3,Not at all worried,8,2,Not at all worried,Not at all worried,5,4,4,6,2,Not at all worried,Not at all worried,I get extremely worried about it,9,8,YES!!,NO!!,no,YES!!,NO!!,yes,NO!!,YES!!,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,NO!!,YES!!,NO!!,YES!!,NO!!,Yes,No,NO!!,Yes,yes,yes,no,no,yes,yes,yes,NO!!,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True most of the time,Not true at all,Not true at all,True most of the time,Not true at all,Not true at all,Sometimes true,True most of the time,Not true at all,Not true at all,True most of the time,Not true at all,Not true at all,True most of the time,4,NA,3,3
627,627,3088,Certainly true,Sort of true,Sort of true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Certainly true,Not true,Sort of true,Not true,Certainly true,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Certainly true,Not true,Not true,Sort of true,Certainly true,Not true,Not true,Not true,Certainly true,Certainly true,Sort of true,Certainly true,Sort of true,Certainly true,Not true,Not true,Certainly true,Sort of true,Sort of true,Certainly true,Sort of true,Not true,Certainly true,Sort of true,Not true,Not true,Not true,Sort of true,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Seldom,Sometimes,Sometimes,No,4,3,5,3,Not at all worried,5,4,4,Not at all worried,7,3,3,4,2,4,6,3,4,5,7,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,3,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,YES!!,NO!!,NO!!,YES!!,NO!!,YES!!,NO!!,no,yes,no,YES!!,NO!!,YES!!,NO!!,YES!!,No,YES!!,NO!!,YES!!,YES!!,Yes,No,Yes,NO!!,Yes,No,YES!!,No,Yes,Yes,yes,YES!!,yes,no,yes,YES!!,yes,no,yes,yes,Always true,Not true at all,Always true,Not true at all,Always true,Not true at all,Always true,Not true at all,Not true at all,Always true,Not true at all,True most of the time,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,True most of the time,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,True most of the time,4,NA,4,4
628,628,3089,Certainly true,Sort of true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Not true,Not true,Sort of true,Sort of true,Sort of true,Not true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Sort of true,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Sort of true,Sometimes,Often,Often,Often,Sometimes,Often,Often,Always,Sometimes,Sometimes,Often,Sometimes,No,2,3,3,4,2,Not at all worried,3,3,Not at all worried,5,4,2,4,3,4,2,3,4,6,5,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,3,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,5,3,3,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,yes,NO!!,no,YES!!,NO!!,yes,no,no,no,no,Yes,NO!!,No,No,Yes,No,Yes,NO!!,Yes,YES!!,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,no,no,yes,no,no,yes,yes,no,no,yes,Sometimes true,Not true at all,True most of the time,Hardly ever true,True most of the time,Not true at all,Always true,Hardly ever true,Not true at all,Always true,Not true at all,Hardly ever true,Hardly ever true,Hardly ever true,Always true,True most of the time,Not true at all,Not true at all,Always true,Hardly ever true,Not true at all,True most of the time,Sometimes true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,4,NA,4,4
629,629,3090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Sort of true,Certainly true,Sort of true,Certainly true,Not true,Sort of true,Sort of true,Sort of true,Not true,Not true,Sort of true,Sort of true,Certainly true,Sort of true,Not true,Not true,Not true,Sort of true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seldom,Sometimes,Often,Sometimes,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,3,4,Not at all worried,7,4,3,5,4,7,5,9,6,5,8,2,9,I get extremely worried about it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes true,Not true at all,Sometimes true,Not true at all,Sometimes true,Sometimes true,True most of the time,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4
630,630,3091,Certainly true,Sort of true,Sort of true,Sort of true,Certainly true,Not true,Not true,Certainly true,Sort of true,Sort of true,Certainly true,Sort of true,Not true,Certainly true,Sort of true,Not true,Not true,Sort of true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Sort of true,Sort of true,Certainly true,Not true,Sort of true,Certainly true,Certainly true,Not true,Not true,Not true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Certainly true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Certainly true,Not true,Not true,Not true,Certainly true,Often,Sometimes,Sometimes,Sometimes,Seldom,Often,Sometimes,Sometimes,Often,Sometimes,Always,Often,No,Not at all worried,3,Not at all worried,2,Not at all worried,Not at all worried,3,Not at all worried,Not at all worried,3,2,Not at all worried,4,Not at all worried,Not at all worried,Not at all worried,4,4,4,5,2,6,Not at all worried,Not at all worried,6,2,3,Not at all worried,Not at all worried,Not at all worried,2,3,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,8,3,Not at all worried,Not at all worried,6,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,yes,NO!!,no,YES!!,NO!!,YES!!,NO!!,no,YES!!,NO!!,Yes,NO!!,Yes,No,Yes,No,YES!!,No,Yes,No,No,No,Yes,NO!!,YES!!,No,Yes,No,YES!!,Yes,yes,NO!!,NA,NO!!,YES!!,NA,YES!!,no,YES!!,yes,True most of the time,Not true at all,True most of the time,Not true at all,Always true,Hardly ever true,True most of the time,Not true at all,Not true at all,Always true,Hardly ever true,Hardly ever true,Hardly ever true,Not true at all,Always true,Sometimes true,Hardly ever true,Hardly ever true,True most of the time,Not true at all,Hardly ever true,NA,Sometimes true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,5,NA,4,4
631,631,3092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Sort of true,Not true,Not true,Certainly true,Not true,Sort of true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Not true,Not true,Sort of true,Certainly true,Not true,Certainly true,Certainly true,Certainly true,Sort of true,Certainly true,Not true,NA,Sort of true,Certainly true,Sort of true,Certainly true,Not true,Not true,Certainly true,Certainly true,Not true,Certainly true,Sort of true,Sort of true,NA,NA,NA,NA,Always,Always,Always,Always,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,4,Not at all worried,6,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,4,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,8,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,2,I get extremely worried about it,5,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,I get extremely worried about it,Not at all worried,yes,NO!!,NO!!,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NO!!,NO!!,No,NO!!,YES!!,No,NO!!,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes true,Hardly ever true,Not true at all,True most of the time,Not true at all,Hardly ever true,Sometimes true,Sometimes true,NA,Hardly ever true,Hardly ever true,Hardly ever true,Hardly ever true,Sometimes true,4,NA,4,4
632,632,3093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Not true,Certainly true,Not true,Certainly true,NA,NA,Sort of true,Certainly true,Not true,NA,Not true,Not true,Not true,Sort of true,Not true,Not true,Not true,Sort of true,Certainly true,Certainly true,Certainly true,Sort of true,Certainly true,Sort of true,Not true,Certainly true,Certainly true,Not true,Certainly true,Certainly true,Not true,Certainly true,Not true,Not true,Not true,Not true,Sort of true,NA,NA,NA,NA,Often,Sometimes,Often,Often,Always,Sometimes,Always,Often,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,I get extremely worried about it,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,5,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,5,Not at all worried,YES!!,NO!!,NA,no,NO!!,YES!!,no,YES!!,no,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,NA,No,YES!!,No,No,Yes,Yes,no,YES!!,no,no,NO!!,YES!!,yes,no,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Always true,4,NA,5,5
633,633,3094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Not true,Not true,Not true,Not true,Not true,Not true,Not true,Not true,Not true,Certainly true,Not true,Not true,Not true,Not true,Not true,Not true,Not true,Certainly true,NA,NA,NA,NA,Sometimes,Always,Often,Often,Seldom,Often,Never,Never,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,3,Not at all worried,Not at all worried,6,Not at all worried,2,2,6,5,4,4,8,7,Not at all worried,Not at all worried,Not at all worried,9,9,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,YES!!,NO!!,NO!!,YES!!,NO!!,yes,NO!!,NO!!,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,Yes,No,Yes,No,No,YES!!,NO!!,Yes,YES!!,no,no,no,NO!!,yes,yes,YES!!,NO!!,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True most of the time,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Always true,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Always true,3,NA,3,3
634,634,3095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Certainly true,Sort of true,Certainly true,Certainly true,Not true,Not true,Certainly true,Certainly true,Certainly true,Certainly true,Certainly true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Sort of true,Not true,NA,NA,NA,NA,NA,NA,NA,NA,Never,Seldom,Often,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,Not at all worried,Not at all worried,8,Not at all worried,4,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,5,Not at all worried,Not at all worried,Not at all worried,Not at all worried,4,9,Not at all worried,NA,NA,NA,NA,NA,yes,NO!!,YES!!,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,YES!!,no,NO!!,yes,yes,yes,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes true,Not true at all,Not true at all,Always true,Sometimes true,Not true at all,Hardly ever true,4,NA,4,4
